Código ,Descripción ,Rule,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
28055,"NEURECTOMY, INTRINSIC MUSCULATURE OF FOOT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28060,"FASCIECTOMY, PLANTAR FASCIA; PARTIAL (SEPARATE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28062,"FASCIECTOMY, PLANTAR FASCIA; RADICAL (SEPARATE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28070,"SYNOVECTOMY; INTERTARSAL OR TARSOMETATARSAL JOINT, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28072,"SYNOVECTOMY; METATARSOPHALANGEAL JOINT, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28080,"EXCISION, INTERDIGITAL (MORTON) NEUROMA, SINGLE, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28086,"SYNOVECTOMY, TENDON SHEATH, FOOT; FLEXOR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28088,"SYNOVECTOMY, TENDON SHEATH, FOOT; EXTENSOR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28090,"EXCISION OF LESION, TENDON, TENDON SHEATH, OR CAPSULE (INCLUDING SYNOVECTOMY) (EG, CYST OR GANGLION); FOOT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28092,"EXCISION OF LESION, TENDON, TENDON SHEATH, OR CAPSULE (INCLUDING SYNOVECTOMY) (EG, CYST OR GANGLION); TOE(S), EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28100,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR, TALUS OR CALCANEUS;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28102,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR, TALUS OR CALCANEUS; WITH ILIAC OR OTHER AUTOGRAFT (INCLUDES OBTAINING GRAFT)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28103,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR, TALUS OR CALCANEUS; WITH ALLOGRAFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28104,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR, TARSAL OR METATARSAL, EXCEPT TALUS OR CALCANEUS;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28106,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR, TARSAL OR METATARSAL, EXCEPT TALUS OR CALCANEUS; WITH ILIAC OR OTHER AUTOGRAFT (INCLUDES OBTAINING GRAFT)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28107,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR, TARSAL OR METATARSAL, EXCEPT TALUS OR CALCANEUS; WITH ALLOGRAFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR, PHALANGES OF FOOT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28110,"OSTECTOMY, PARTIAL EXCISION, FIFTH METATARSAL HEAD (BUNIONETTE) (SEPARATE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28111,"OSTECTOMY, COMPLETE EXCISION; FIRST METATARSAL HEAD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28112,"OSTECTOMY, COMPLETE EXCISION; OTHER METATARSAL HEAD (SECOND, THIRD OR FOURTH)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28113,"OSTECTOMY, COMPLETE EXCISION; FIFTH METATARSAL HEAD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28114,"OSTECTOMY, COMPLETE EXCISION; ALL METATARSAL HEADS, WITH PARTIAL PROXIMAL PHALANGECTOMY, EXCLUDING FIRST METATARSAL (EG, CLAYTON TYPE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28116,"OSTECTOMY, EXCISION OF TARSAL COALITION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118,"OSTECTOMY, CALCANEUS;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28119,"OSTECTOMY, CALCANEUS; FOR SPUR, WITH OR WITHOUT PLANTAR FASCIAL RELEASE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28120,"PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, SEQUESTRECTOMY, OR DIAPHYSECTOMY) BONE (EG, OSTEOMYELITIS OR BOSSING); TALUS OR CALCANEUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28122,"PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, SEQUESTRECTOMY, OR DIAPHYSECTOMY) BONE (EG, OSTEOMYELITIS OR BOSSING); TARSAL OR METATARSAL BONE, EXCEPT TALUS OR CALCANEUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28124,"PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, SEQUESTRECTOMY, OR DIAPHYSECTOMY) BONE (EG, OSTEOMYELITIS OR BOSSING); PHALANX OF TOE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28126,"RESECTION, PARTIAL OR COMPLETE, PHALANGEAL BASE, EACH TOE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28130,TALECTOMY (ASTRAGALECTOMY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28140,METATARSECTOMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28150,"PHALANGECTOMY, TOE, EACH TOE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28153,"RESECTION, CONDYLE(S), DISTAL END OF PHALANX, EACH TOE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28160,"HEMIPHALANGECTOMY OR INTERPHALANGEAL JOINT EXCISION, TOE, PROXIMAL END OF PHALANX, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28171,RADICAL RESECTION OF TUMOR; TARSAL (EXCEPT TALUS OR CALCANEUS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28173,RADICAL RESECTION OF TUMOR; METATARSAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28175,RADICAL RESECTION OF TUMOR; PHALANX OF TOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28190,"REMOVAL OF FOREIGN BODY, FOOT; SUBCUTANEOUS",20,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
28192,"REMOVAL OF FOREIGN BODY, FOOT; DEEP",20,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
28193,"REMOVAL OF FOREIGN BODY, FOOT; COMPLICATED",20,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
28200,"REPAIR, TENDON, FLEXOR, FOOT; PRIMARY OR SECONDARY, WITHOUT FREE GRAFT, EACH TENDON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28202,"REPAIR, TENDON, FLEXOR, FOOT; SECONDARY WITH FREE GRAFT, EACH TENDON (INCLUDES OBTAINING GRAFT)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28208,"REPAIR, TENDON, EXTENSOR, FOOT; PRIMARY OR SECONDARY, EACH TENDON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28210,"REPAIR, TENDON, EXTENSOR, FOOT; SECONDARY WITH FREE GRAFT, EACH TENDON (INCLUDES OBTAINING GRAFT)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28220,"TENOLYSIS, FLEXOR, FOOT; SINGLE TENDON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28222,"TENOLYSIS, FLEXOR, FOOT; MULTIPLE TENDONS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28225,"TENOLYSIS, EXTENSOR, FOOT; SINGLE TENDON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28226,"TENOLYSIS, EXTENSOR, FOOT; MULTIPLE TENDONS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28230,"TENOTOMY, OPEN, TENDON FLEXOR; FOOT, SINGLE OR MULTIPLE TENDON(S) (SEPARATE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28232,"TENOTOMY, OPEN, TENDON FLEXOR; TOE, SINGLE TENDON (SEPARATE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28234,"TENOTOMY, OPEN, EXTENSOR, FOOT OR TOE, EACH TENDON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28238,"RECONSTRUCTION (ADVANCEMENT), POSTERIOR TIBIAL TENDON WITH EXCISION OF ACCESSORY TARSAL NAVICULAR BONE (EG, KIDNER TYPE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28240,"TENOTOMY, LENGTHENING, OR RELEASE, ABDUCTOR HALLUCIS MUSCLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28250,"DIVISION OF PLANTAR FASCIA AND MUSCLE (EG, STEINDLER STRIPPING) (SEPARATE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28260,"CAPSULOTOMY, MIDFOOT; MEDIAL RELEASE ONLY (SEPARATE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28261,"CAPSULOTOMY, MIDFOOT; WITH TENDON LENGTHENING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28262,"CAPSULOTOMY, MIDFOOT; EXTENSIVE, INCLUDING POSTERIOR TALOTIBIAL CAPSULOTOMY AND TENDON(S) LENGTHENING (EG, RESISTANT CLUBFOOT DEFORMITY)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28264,"CAPSULOTOMY, MIDTARSAL (EG, HEYMAN TYPE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28270,"CAPSULOTOMY; METATARSOPHALANGEAL JOINT, WITH OR WITHOUT TENORRHAPHY, EACH JOINT (SEPARATE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28272,"CAPSULOTOMY; INTERPHALANGEAL JOINT, EACH JOINT (SEPARATE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28280,"SYNDACTYLIZATION, TOES (EG, WEBBING OR KELIKIAN TYPE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28285,"CORRECTION, HAMMERTOE (EG, INTERPHALANGEAL FUSION, PARTIAL OR TOTAL PHALANGECTOMY)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28286,"CORRECTION, COCK-UP FIFTH TOE, WITH PLASTIC SKIN CLOSURE (EG, RUIZ-MORA TYPE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28288,"OSTECTOMY, PARTIAL, EXOSTECTOMY OR CONDYLECTOMY, METATARSAL HEAD, EACH METATARSAL HEAD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28289,"HALLUX RIGIDUS CORRECTION WITH CHEILECTOMY, DEBRIDEMENT AND CAPSULAR RELEASE OF THE FIRST METATARSOPHALANGEAL JOINT; WITHOUT IMPLANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28291,"HALLUX RIGIDUS CORRECTION WITH CHEILECTOMY, DEBRIDEMENT AND CAPSULAR RELEASE OF THE FIRST METATARSOPHALANGEAL JOINT; WITH IMPLANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292,"CORRECTION, HALLUX VALGUS (BUNIONECTOMY), WITH SESAMOIDECTOMY, WHEN PERFORMED; WITH RESECTION OF PROXIMAL PHALANX BASE, WHEN PERFORMED, ANY METHOD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28295,"CORRECTION, HALLUX VALGUS (BUNIONECTOMY), WITH SESAMOIDECTOMY, WHEN PERFORMED; WITH PROXIMAL METATARSAL OSTEOTOMY, ANY METHOD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28296,"CORRECTION, HALLUX VALGUS (BUNIONECTOMY), WITH SESAMOIDECTOMY, WHEN PERFORMED; WITH DISTAL METATARSAL OSTEOTOMY, ANY METHOD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28297,"CORRECTION, HALLUX VALGUS (BUNIONECTOMY), WITH SESAMOIDECTOMY, WHEN PERFORMED; WITH FIRST METATARSAL AND MEDIAL CUNEIFORM JOINT ARTHRODESIS, ANY METHOD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28298,"CORRECTION, HALLUX VALGUS (BUNIONECTOMY), WITH SESAMOIDECTOMY, WHEN PERFORMED; WITH PROXIMAL PHALANX OSTEOTOMY, ANY METHOD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28299,"CORRECTION, HALLUX VALGUS (BUNIONECTOMY), WITH SESAMOIDECTOMY, WHEN PERFORMED; WITH DOUBLE OSTEOTOMY, ANY METHOD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28300,"OSTEOTOMY; CALCANEUS (EG, DWYER OR CHAMBERS TYPE PROCEDURE), WITH OR WITHOUT INTERNAL FIXATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28302,OSTEOTOMY; TALUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28304,"OSTEOTOMY, TARSAL BONES, OTHER THAN CALCANEUS OR TALUS;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28305,"OSTEOTOMY, TARSAL BONES, OTHER THAN CALCANEUS OR TALUS; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT) (EG, FOWLER TYPE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28306,"OSTEOTOMY, WITH OR WITHOUT LENGTHENING, SHORTENING OR ANGULAR CORRECTION, METATARSAL; FIRST METATARSAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28307,"OSTEOTOMY, WITH OR WITHOUT LENGTHENING, SHORTENING OR ANGULAR CORRECTION, METATARSAL; FIRST METATARSAL WITH AUTOGRAFT (OTHER THAN FIRST TOE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28308,"OSTEOTOMY, WITH OR WITHOUT LENGTHENING, SHORTENING OR ANGULAR CORRECTION, METATARSAL; OTHER THAN FIRST METATARSAL, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28309,"OSTEOTOMY, WITH OR WITHOUT LENGTHENING, SHORTENING OR ANGULAR CORRECTION, METATARSAL; MULTIPLE (EG, SWANSON TYPE CAVUS FOOT PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28310,"OSTEOTOMY, SHORTENING, ANGULAR OR ROTATIONAL CORRECTION; PROXIMAL PHALANX, FIRST TOE (SEPARATE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28312,"OSTEOTOMY, SHORTENING, ANGULAR OR ROTATIONAL CORRECTION; OTHER PHALANGES, ANY TOE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28313,"RECONSTRUCTION, ANGULAR DEFORMITY OF TOE, SOFT TISSUE PROCEDURES ONLY (EG, OVERLAPPING SECOND TOE, FIFTH TOE, CURLY TOES)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28315,"SESAMOIDECTOMY, FIRST TOE (SEPARATE PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28320,"REPAIR, NONUNION OR MALUNION; TARSAL BONES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28322,"REPAIR, NONUNION OR MALUNION; METATARSAL, WITH OR WITHOUT BONE GRAFT (INCLUDES OBTAINING GRAFT)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28340,"RECONSTRUCTION, TOE, MACRODACTYLY; SOFT TISSUE RESECTION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28341,"RECONSTRUCTION, TOE, MACRODACTYLY; REQUIRING BONE RESECTION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28344,"RECONSTRUCTION, TOE(S); POLYDACTYLY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28345,"RECONSTRUCTION, TOE(S); SYNDACTYLY, WITH OR WITHOUT SKIN GRAFT(S), EACH WEB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28360,"RECONSTRUCTION, CLEFT FOOT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28400,CLOSED TREATMENT OF CALCANEAL FRACTURE; WITHOUT MANIPULATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28405,CLOSED TREATMENT OF CALCANEAL FRACTURE; WITH MANIPULATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28406,"PERCUTANEOUS SKELETAL FIXATION OF CALCANEAL FRACTURE, WITH MANIPULATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28415,"OPEN TREATMENT OF CALCANEAL FRACTURE, INCLUDES INTERNAL FIXATION, WHEN PERFORMED;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28420,"OPEN TREATMENT OF CALCANEAL FRACTURE, INCLUDES INTERNAL FIXATION, WHEN PERFORMED; WITH PRIMARY ILIAC OR OTHER AUTOGENOUS BONE GRAFT (INCLUDES OBTAINING GRAFT)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28430,CLOSED TREATMENT OF TALUS FRACTURE; WITHOUT MANIPULATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28435,CLOSED TREATMENT OF TALUS FRACTURE; WITH MANIPULATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28436,"PERCUTANEOUS SKELETAL FIXATION OF TALUS FRACTURE, WITH MANIPULATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28445,"OPEN TREATMENT OF TALUS FRACTURE, INCLUDES INTERNAL FIXATION, WHEN PERFORMED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28446,"OPEN OSTEOCHONDRAL AUTOGRAFT, TALUS (INCLUDES OBTAINING GRAFT[S])",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28450,"TREATMENT OF TARSAL BONE FRACTURE (EXCEPT TALUS AND CALCANEUS); WITHOUT MANIPULATION, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28455,"TREATMENT OF TARSAL BONE FRACTURE (EXCEPT TALUS AND CALCANEUS); WITH MANIPULATION, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28456,"PERCUTANEOUS SKELETAL FIXATION OF TARSAL BONE FRACTURE (EXCEPT TALUS AND CALCANEUS), WITH MANIPULATION, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28465,"OPEN TREATMENT OF TARSAL BONE FRACTURE (EXCEPT TALUS AND CALCANEUS), INCLUDES INTERNAL FIXATION, WHEN PERFORMED, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28470,"CLOSED TREATMENT OF METATARSAL FRACTURE; WITHOUT MANIPULATION, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28475,"CLOSED TREATMENT OF METATARSAL FRACTURE; WITH MANIPULATION, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28476,"PERCUTANEOUS SKELETAL FIXATION OF METATARSAL FRACTURE, WITH MANIPULATION, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28485,"OPEN TREATMENT OF METATARSAL FRACTURE, INCLUDES INTERNAL FIXATION, WHEN PERFORMED, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28490,"CLOSED TREATMENT OF FRACTURE GREAT TOE, PHALANX OR PHALANGES; WITHOUT MANIPULATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28495,"CLOSED TREATMENT OF FRACTURE GREAT TOE, PHALANX OR PHALANGES; WITH MANIPULATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28496,"PERCUTANEOUS SKELETAL FIXATION OF FRACTURE GREAT TOE, PHALANX OR PHALANGES, WITH MANIPULATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28505,"OPEN TREATMENT OF FRACTURE, GREAT TOE, PHALANX OR PHALANGES, INCLUDES INTERNAL FIXATION, WHEN PERFORMED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28510,"CLOSED TREATMENT OF FRACTURE, PHALANX OR PHALANGES, OTHER THAN GREAT TOE; WITHOUT MANIPULATION, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28515,"CLOSED TREATMENT OF FRACTURE, PHALANX OR PHALANGES, OTHER THAN GREAT TOE; WITH MANIPULATION, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28525,"OPEN TREATMENT OF FRACTURE, PHALANX OR PHALANGES, OTHER THAN GREAT TOE, INCLUDES INTERNAL FIXATION, WHEN PERFORMED, EACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28530,CLOSED TREATMENT OF SESAMOID FRACTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28531,"OPEN TREATMENT OF SESAMOID FRACTURE, WITH OR WITHOUT INTERNAL FIXATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28540,"CLOSED TREATMENT OF TARSAL BONE DISLOCATION, OTHER THAN TALOTARSAL; WITHOUT ANESTHESIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28545,"CLOSED TREATMENT OF TARSAL BONE DISLOCATION, OTHER THAN TALOTARSAL; REQUIRING ANESTHESIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28546,"PERCUTANEOUS SKELETAL FIXATION OF TARSAL BONE DISLOCATION, OTHER THAN TALOTARSAL, WITH MANIPULATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28555,"OPEN TREATMENT OF TARSAL BONE DISLOCATION, INCLUDES INTERNAL FIXATION, WHEN PERFORMED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28570,CLOSED TREATMENT OF TALOTARSAL JOINT DISLOCATION; WITHOUT ANESTHESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28575,CLOSED TREATMENT OF TALOTARSAL JOINT DISLOCATION; REQUIRING ANESTHESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28576,"PERCUTANEOUS SKELETAL FIXATION OF TALOTARSAL JOINT DISLOCATION, WITH MANIPULATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28585,"OPEN TREATMENT OF TALOTARSAL JOINT DISLOCATION, INCLUDES INTERNAL FIXATION, WHEN PERFORMED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28600,CLOSED TREATMENT OF TARSOMETATARSAL JOINT DISLOCATION; WITHOUT ANESTHESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28605,CLOSED TREATMENT OF TARSOMETATARSAL JOINT DISLOCATION; REQUIRING ANESTHESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28606,"PERCUTANEOUS SKELETAL FIXATION OF TARSOMETATARSAL JOINT DISLOCATION, WITH MANIPULATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28615,"OPEN TREATMENT OF TARSOMETATARSAL JOINT DISLOCATION, INCLUDES INTERNAL FIXATION, WHEN PERFORMED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28630,CLOSED TREATMENT OF METATARSOPHALANGEAL JOINT DISLOCATION; WITHOUT ANESTHESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
